Food code;Main food description;Additional food description;WWEIA Category number;WWEIA Category description
34001230;Egg sandwich on wheat bread, with meat and cheese;"on bun or roll; multigrain, whole grain, whole wheat; bacon, sausage, ham, Canadian bacon, other meat";3706;Egg/breakfast sandwiches
34001300;Egg sandwich on English muffin;with or without cheese;3706;Egg/breakfast sandwiches
34001310;Egg sandwich on English muffin, with sausage;"with or without cheese; McDonald's Sausage McMuffin";3706;Egg/breakfast sandwiches
34001320;Egg sandwich on English muffin, with bacon;with or without cheese;3706;Egg/breakfast sandwiches
34001330;Egg sandwich on English muffin, with ham;"with or without cheese; Canadian bacon; McDonald's Egg McMuffin";3706;Egg/breakfast sandwiches
34001400;Egg sandwich on croissant;with or without cheese;3706;Egg/breakfast sandwiches
34001410;Egg sandwich on croissant, with sausage;with or without cheese;3706;Egg/breakfast sandwiches
34001420;Egg sandwich on croissant, with bacon;with or without cheese;3706;Egg/breakfast sandwiches
34001430;Egg sandwich on croissant, with ham;"with or without cheese; Canadian bacon";3706;Egg/breakfast sandwiches
34001500;Egg sandwich on biscuit;with or without cheese;3706;Egg/breakfast sandwiches
34001510;Egg sandwich on biscuit, with sausage;;3706;Egg/breakfast sandwiches
34001520;Egg sandwich on biscuit, with sausage and cheese;;3706;Egg/breakfast sandwiches
34001530;Egg sandwich on biscuit, with bacon;ham or Canadian bacon;3706;Egg/breakfast sandwiches
34001540;Egg sandwich on biscuit, with bacon and cheese;ham or Canadian bacon;3706;Egg/breakfast sandwiches
34001600;Egg sandwich on bagel;with or without cheese;3706;Egg/breakfast sandwiches
34001610;Egg sandwich on bagel, with sausage;with or without cheese;3706;Egg/breakfast sandwiches
34001620;Egg sandwich on bagel, with bacon;with or without cheese;3706;Egg/breakfast sandwiches
34001630;Egg sandwich on bagel, with ham;"with or without cheese; Canadian bacon";3706;Egg/breakfast sandwiches
34001700;Egg sandwich on griddle/pancake;waffle;3706;Egg/breakfast sandwiches
34001710;Egg sandwich on griddle/pancake, with meat;"waffle; with or without cheese; bacon, sausage, ham, Canadian bacon, other meat; McDonald's McGriddle with Egg";3706;Egg/breakfast sandwiches
34002000;Egg white sandwich;;3706;Egg/breakfast sandwiches
34002010;Egg white sandwich, with cheese;;3706;Egg/breakfast sandwiches
34002020;Egg white sandwich, with meat;"with or without cheese; bacon, sausage, ham, Canadian bacon, other meat";3706;Egg/breakfast sandwiches
34002110;Bacon biscuit sandwich;with or without cheese;3706;Egg/breakfast sandwiches
34002120;Ham biscuit sandwich;with or without cheese;3706;Egg/breakfast sandwiches
34002130;Sausage biscuit sandwich;;3706;Egg/breakfast sandwiches
34002140;Sausage biscuit sandwich, with cheese;;3706;Egg/breakfast sandwiches
34002150;Sausage English muffin sandwich;"with or without cheese; McDonald's Sausage McMuffin";3706;Egg/breakfast sandwiches
34002160;Sausage griddle/pancake sandwich;"waffle; with or without cheese; other meat; McDonald's Sausage McGriddle";3706;Egg/breakfast sandwiches
34003100;Egg burrito;"breakfast taco; sandwich wrap; tortilla; with or without cheese";3706;Egg/breakfast sandwiches
34003120;Egg burrito, with sausage;"breakfast taco; sandwich wrap; tortilla; with or without cheese";3706;Egg/breakfast sandwiches
34003130;Egg burrito, with bacon;"breakfast taco; sandwich wrap; tortilla; with or without cheese";3706;Egg/breakfast sandwiches
34003140;Egg burrito, with ham;"breakfast taco; sandwich wrap; tortilla; with or without cheese; Canadian bacon";3706;Egg/breakfast sandwiches
41100990;Beans, NFS;;2802;Beans, peas, legumes
41101010;Beans, from dried, NS as to type, fat added;"NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41101020;Beans, from dried, NS as to type, no added fat;frozen;2802;Beans, peas, legumes
41101060;Beans, from canned, NS as to type, fat added;"NS as to fat; NS as to meat";2802;Beans, peas, legumes
41101070;Beans, from canned, NS as to type, no added fat;;2802;Beans, peas, legumes
41101080;Beans, from fast food / restaurant, NS as to type;"dried peas; all beans excluding pinto, black, kidney, refried, and baked";2802;Beans, peas, legumes
41101090;White beans, NFS;"Navy; Great Northern; Cannellini";2802;Beans, peas, legumes
41101110;White beans, from dried, fat added;"Great Northern; Navy; Cannellini; NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41101120;White beans, from dried, no added fat;"Great Northern; Navy; Cannellini; frozen";2802;Beans, peas, legumes
41101140;White beans, from canned, fat added;"Great Northern; Navy; Cannellini; NS as to fat; NS as to meat";2802;Beans, peas, legumes
41101180;White beans, from canned, no added fat;"Great Northern; Navy; Cannellini";2802;Beans, peas, legumes
41101210;White beans, from canned, reduced sodium;"Great Northern; Navy; Cannellini; with or without fat; NS as to meat";2802;Beans, peas, legumes
41101990;Black beans, NFS;;2802;Beans, peas, legumes
41102010;Black beans, from dried, fat added;"NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41102020;Black beans, from dried, no added fat;frozen;2802;Beans, peas, legumes
41102040;Black beans, from canned, fat added;"NS as to fat added; NS as to meat";2802;Beans, peas, legumes
41102080;Black beans, from canned, no added fat;;2802;Beans, peas, legumes
41102110;Black beans, from canned, reduced sodium;"with or without fat; NS as to meat";2802;Beans, peas, legumes
41102150;Black beans, from fast food / restaurant;;2802;Beans, peas, legumes
41102170;Black beans with meat;;2802;Beans, peas, legumes
41102210;Fava beans, cooked;"broad; with or without fat; NS as to meat";2802;Beans, peas, legumes
41102990;Lima beans, NFS;butter beans;2802;Beans, peas, legumes
41103010;Lima beans, from dried;"butter beans; with or without fat; NS as to meat";2802;Beans, peas, legumes
41103070;Pink beans, cooked;"with or without fat; NS as to meat";2802;Beans, peas, legumes
41103990;Pinto beans, NFS;calico;2802;Beans, peas, legumes
41104010;Pinto beans, from dried, fat added;"calico; NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41104020;Pinto beans, from dried, no added fat;"calico; frozen";2802;Beans, peas, legumes
41104040;Pinto beans, from canned, fat added;"calico; NS as to fat; NS as to meat";2802;Beans, peas, legumes
41104080;Pinto beans, from canned, no added fat;calico;2802;Beans, peas, legumes
41104110;Pinto beans, from canned, reduced sodium;"calico; with or without fat; NS as to meat";2802;Beans, peas, legumes
41104200;Pinto beans, from fast food / restaurant;calico;2802;Beans, peas, legumes
41104250;Pinto beans with meat;calico;2802;Beans, peas, legumes
41105990;Kidney beans, NFS;red;2802;Beans, peas, legumes
41106010;Kidney beans, from dried, fat added;"red; NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41106020;Kidney beans, from dried, no added fat;"red; frozen";2802;Beans, peas, legumes
41106040;Kidney beans, from canned, fat added;"red; NS as to fat; NS as to meat";2802;Beans, peas, legumes
41106080;Kidney beans, from canned, no added fat;red;2802;Beans, peas, legumes
41106110;Kidney beans, from canned, reduced sodium;"red; with or without fat; NS as to meat";2802;Beans, peas, legumes
41106150;Kidney beans, from fast food / restaurant;red;2802;Beans, peas, legumes
41106170;Kidney beans with meat;red;2802;Beans, peas, legumes
41106510;Peruvian beans, from dried;"Peruano; with or without fat; NS as to meat; frozen";2802;Beans, peas, legumes
41107010;Soybeans, cooked;"with or without fat; NS as to meat";2802;Beans, peas, legumes
41108010;Mung beans, cooked;"with or without fat; NS as to meat";2802;Beans, peas, legumes
41201010;Baked beans;"chili; barbecue; baked beans, NFS";2802;Beans, peas, legumes
41201020;Baked beans, vegetarian;;2802;Beans, peas, legumes
41201050;Baked beans from fast food / restaurant;;2802;Beans, peas, legumes
41202505;Beans and tomatoes, no added fat;dried beans, all kinds with tomato sauce;2802;Beans, peas, legumes
41202510;Beans and tomatoes, fat added;"beans with tomato sauce; dried beans, all kinds; NS as to fat";2802;Beans, peas, legumes
41203030;Black bean salad;;3102;Bean, pea, legume dishes
41205010;Refried beans;"canned; with or without fat; NS as to meat; refried beans, NFS";2802;Beans, peas, legumes
41205017;Refried beans, from fast food / restaurant;;2802;Beans, peas, legumes
41205030;Refried beans with meat;;2802;Beans, peas, legumes
41205040;Refried beans, from canned, reduced sodium;with or without fat;2802;Beans, peas, legumes
41205050;Bean dip, made with refried beans;"Jalapeno pepper bean dip; bean dip, NFS";8412;Dips, gravies, other sauces
41205055;Layer dip;"any number of layers; taco dip; Mexican dip; seven layer dip";8412;Dips, gravies, other sauces
41205070;Hummus, plain;chickpea or garbanzo bean dip;8412;Dips, gravies, other sauces
41205075;Hummus, flavored;"all flavors; flavored chickpea or garbanzo bean dip";8412;Dips, gravies, other sauces
41205100;Black bean sauce;;8412;Dips, gravies, other sauces
41206030;Beans and franks;;2802;Beans, peas, legumes
41208030;Pork and beans;;2802;Beans, peas, legumes
41208100;Beans with meat, NS as to type;"dried peas; all beans excluding pinto, black, kidney, and refried";2802;Beans, peas, legumes
41209000;Falafel;;3102;Bean, pea, legume dishes
41210000;Bean cake;"lentil; soybean";3102;Bean, pea, legume dishes
41221000;Baked beans, reduced sodium;"chili; barbecue";2802;Beans, peas, legumes
41221020;Chili, vegetarian;"meat substitute; no meat";3102;Bean, pea, legume dishes
41300990;Blackeyed peas, NFS;all other dried peas;2802;Beans, peas, legumes
41301010;Blackeyed peas, from dried;"all other dried peas; with or without fat; NS as to meat";2802;Beans, peas, legumes
41301990;Chickpeas, NFS;"garbanzos; ceci";2802;Beans, peas, legumes
41302010;Chickpeas, from dried, fat added;"NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41302020;Chickpeas, from dried, no added fat;"garbanzos; ceci; frozen";2802;Beans, peas, legumes
41302040;Chickpeas, from canned, fat added;"garbanzos; ceci; NS as to fat; NS as to meat";2802;Beans, peas, legumes
41302080;Chickpeas, from canned, no added fat;"garbanzos; ceci";2802;Beans, peas, legumes
41302110;Chickpeas, from canned, reduced sodium;"garbanzos; ceci; with or without fat; NS as to meat";2802;Beans, peas, legumes
41303000;Split peas, from dried, no added fat;frozen;2802;Beans, peas, legumes
41303010;Split peas, from dried, fat added;"NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41304000;Wasabi peas;;2802;Beans, peas, legumes
41304970;Lentils, NFS;;2802;Beans, peas, legumes
41304990;Lentils, from dried, fat added;"NS as to fat; NS as to meat; frozen";2802;Beans, peas, legumes
41305000;Lentils, from dried, no added fat;frozen;2802;Beans, peas, legumes
41305020;Lentils, from canned;"with or without fat; frozen; NS as to meat";2802;Beans, peas, legumes
41305050;Dal;"daal; lentils, peas or beans";2802;Beans, peas, legumes
41310900;Bean chips;"hummus; chickpea; garbanzo bean; black bean; popped bean chips; bean puffs; lentil chips";5004;Tortilla, corn, other chips
41311000;Papad, grilled or broiled;"pappad; papar; and papadum; Indian appetizer";2802;Beans, peas, legumes
41311020;Sambar, vegetable stew;"sambhar, sambaaru, or kuzhambu; Indian dish";3104;Vegetable dishes
41311030;Lentil curry;"chickpea; other beans; tofu; with vegetables";3102;Bean, pea, legume dishes
41311040;Lentil curry with rice;"chickpea; other beans; tofu; with vegetables";3102;Bean, pea, legume dishes
41410010;Soy nuts;;2802;Beans, peas, legumes
41410015;Soy chips;"all flavors; soy crisps";5004;Tortilla, corn, other chips
41420010;Soybean curd;"stir fried; bean curd; tofu";2806;Soy and meat-alternative products
41420020;Edamame, cooked;with or without fat;2802;Beans, peas, legumes
41420050;Soybean curd cheese;;2806;Soy and meat-alternative products
41420100;Miso sauce;;8404;Soy-based condiments
41420110;Miso;fermented soybean paste;8404;Soy-based condiments
41420200;Natto;fermented soybean product;8404;Soy-based condiments
41420250;Hoisin sauce;;8404;Soy-based condiments
41420300;Soy sauce;"shoyu; tamari";8404;Soy-based condiments
41420350;Soy sauce, reduced sodium;"shoyu; tamari";8404;Soy-based condiments
41420380;Yogurt, soy;all types;1904;Plant-based yogurt
41420400;Teriyaki sauce;"Asian barbecue sauce; eel sauce";8404;Soy-based condiments
41420410;Teriyaki sauce, reduced sodium;"Asian barbecue sauce; eel sauce";8404;Soy-based condiments
41420450;Worcestershire sauce;;8406;Mustard and other condiments
41421010;Soybean curd, deep fried;"aburage; tofu; bean curd";2806;Soy and meat-alternative products
41421020;Soybean curd, breaded, fried;"tofu; bean curd";2806;Soy and meat-alternative products
41425010;Vermicelli, made from soybeans;bean thread, cellophane, glass, or crystal noodles;2806;Soy and meat-alternative products
41440000;Textured vegetable protein, dry;;2806;Soy and meat-alternative products
41480020;Frozen dessert, non-dairy;"non-dairy ice cream; tofu, nut or rice based; Tofutti; all flavors; NS as to form";2806;Soy and meat-alternative products
41601010;Soup, bean;black bean soup;3804;Soups, broth-based
41601030;Soup, bean, canned;"black bean soup; with meat; ready-to-heat container; dry; instant";3804;Soups, broth-based
41601070;Soup, miso or tofu;"soybean; with noodles or rice";3808;Ramen and Asian broth-based soups
41601160;Soup, bean, canned, reduced sodium;"black bean soup; with meat; ready-to-heat container; dry; instant; low sodium";3804;Soups, broth-based
41601180;Soup, bean, with meat;black bean soup;3804;Soups, broth-based
41602030;Soup, split pea, with meat;pea soup;3804;Soups, broth-based
41602050;Soup, split pea;pea soup;3804;Soups, broth-based
41603000;Soup, lentil, canned;"with meat; ready-to-heat container; dry; instant";3804;Soups, broth-based
41603005;Soup, lentil, canned, reduced sodium;"with meat; ready-to-heat container; dry; instant; low sodium";3804;Soups, broth-based
41603010;Soup, lentil;;3804;Soups, broth-based
41603020;Soup, lentil, with meat;;3804;Soups, broth-based
41603030;Soup, mulligatawany;;3804;Soups, broth-based
41810200;Bacon strip, meatless;"Morning Star Breakfast Strip; Stripple; meat substitute; vegetarian";2806;Soy and meat-alternative products
41810250;Bacon bits;meatless or meat;2604;Bacon
41810400;Breakfast link, pattie, or slice, meatless;"Prosage; Morningstar; Green Giant; meat substitute; vegetarian";2806;Soy and meat-alternative products
